"fid","mid","kcal","kcalm","kcalf","sex","age","agem","agef"
"l4048","rj01x",NA,NA,NA,2,NA,30.5,48
"wcfgk","cz010",NA,2808.53588867188,4127.46533203125,2,NA,46,49
NA,NA,NA,NA,NA,NA,NA,NA,NA
"uf2oz","ogvt8",NA,NA,NA,1,NA,71,NA
"un2am","lplfz",0,2129.28271484375,4408.14501953125,2,4.82999992370605,24,37
NA,NA,NA,NA,NA,NA,NA,NA,NA
"o88r4","llkxf",NA,NA,NA,1,NA,71,56
NA,"to0ar",NA,NA,NA,1,NA,14,NA
"v84tz","ak0mn",NA,NA,NA,2,NA,42,47
"un2am","lplfz",NA,2129.28271484375,4408.14501953125,2,NA,24,37
"vc7kn","nt1nz",NA,4137.11083984375,NA,2,NA,32,46
"eiv7x","wbvhf",NA,NA,NA,2,NA,16.5,19.2999992370605
NA,"pdm6o",NA,NA,NA,2,NA,51,NA
"g9zkx","gs7nz",NA,NA,NA,2,NA,26,19.3500003814697
"arc3c","qmn6a",NA,722.73095703125,4324.80712890625,2,NA,21.5,23.5
"odemz","dbvvi",NA,NA,NA,1,NA,53,66
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"xuwsm","z0fx1",NA,369.50537109375,5289.39501953125,2,NA,21.5,28
NA,NA,NA,NA,NA,1,NA,NA,NA
"aan8t","kgeze",NA,1636.31884765625,NA,2,NA,65,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"a5cna",NA,NA,NA,1,NA,NA,NA
"epu2p","is7f0",NA,NA,NA,1,NA,16,17.5
"b4l5e","s9fgj",NA,NA,NA,1,NA,NA,55
NA,NA,NA,NA,NA,NA,NA,NA,NA
"xuwsm","z0fx1",NA,369.50537109375,5289.39501953125,2,NA,21.5,28
NA,NA,NA,NA,NA,2,NA,NA,NA
"imee6","d2ddc",NA,NA,NA,2,NA,63,70
NA,NA,NA,NA,NA,NA,NA,NA,NA
"idzrg","e0pgq",NA,NA,NA,1,NA,62,NA
"bxt3q","pq8nf",NA,4394.52685546875,NA,1,NA,26,36
NA,"q9sla",4053.10546875,NA,NA,1,50.75,76,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"pz5xe","v1rzm",664.677429199219,2434.17529296875,NA,2,12,47,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
"yn61w","gn91f",NA,NA,NA,1,NA,63,62
NA,"wf3wl",1636.31884765625,NA,NA,2,65,87,NA
NA,"z5n4h",NA,NA,NA,1,NA,40,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"pbe5y",NA,NA,NA,2,NA,34,NA
"bxhhq","jy5qp",NA,NA,NA,1,NA,35,40.5
NA,"rg01e",NA,NA,NA,2,NA,NA,NA
"aan8t","kgeze",NA,1636.31884765625,NA,2,NA,65,NA
"ct9e7",NA,NA,NA,NA,2,NA,NA,45
"ynuzi","tgbx9",NA,4231.89990234375,409.446563720703,2,NA,28.5599994659424,28.5
"fc5bg","lfevr",NA,NA,NA,2,NA,NA,NA
"tm63m","xcj17",NA,NA,NA,1,NA,56.5,66
"zi5la","ztkoj",NA,NA,NA,1,NA,70,68
NA,"tpc3y",NA,NA,NA,1,NA,57,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,4823.505859375,NA,NA,NA,51.5,NA,NA
"arc3c","qmn6a",NA,722.73095703125,4324.80712890625,2,NA,21.5,23.5
"n7uqz","otats",NA,NA,NA,1,NA,33.5,45
"wiwje","vvemo",409.446563720703,2296.67236328125,NA,1,27.5,54,71
"kpi19","a0ah6",2434.17529296875,NA,NA,2,46,83,86
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"b3iw8",NA,NA,NA,1,NA,20,NA
"jt8pn","pdm6o",NA,NA,NA,2,NA,51,NA
"nc3w9","pkuih",NA,NA,NA,1,NA,34,4
NA,NA,NA,NA,NA,NA,NA,NA,NA
"o5dw9","lor44",NA,NA,NA,2,NA,42,42
NA,NA,NA,NA,NA,NA,NA,NA,NA
"y7018","pg57e",NA,1042.96643066406,NA,2,NA,37,49
NA,NA,NA,NA,NA,NA,NA,NA,NA
"ks0ic","hetk3",NA,NA,NA,2,NA,NA,68
"idzrg","oyc9i",1807.73425292969,NA,NA,2,58,NA,NA
NA,"d2ddc",NA,NA,NA,2,NA,63,NA
"n1oih","rgwlr",NA,NA,NA,2,NA,NA,44
"yiurd","bk2ju",NA,NA,NA,2,NA,40,53
"r9nni","rvmrf",NA,NA,NA,1,NA,40,NA
NA,"i8dnj",NA,NA,NA,1,NA,32.5,NA
"ucjcs","p1x4b",1425.49499511719,NA,4434.90478515625,1,11,36,36
"ixnih","z857z",NA,78.2818145751953,0,2,NA,50,56
"nzwor","pmvc0",2606.29223632812,NA,NA,1,24,66,NA
NA,"bjw1i",NA,NA,NA,2,NA,23,NA
"i5ae4","ukb39",NA,NA,NA,2,NA,26,NA
"wcfgk","pq8nf",NA,4394.52685546875,4127.46533203125,2,NA,26,49
"o88r4","itfqa",NA,NA,NA,2,NA,63,56
"jznfw","ldkvs",NA,NA,NA,1,NA,35,41
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"m8tph","ddwoq",NA,2706.81665039062,NA,2,NA,66,68
"aenht","zhzqy",NA,2481.63989257812,7886.14990234375,1,NA,49,56
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"z5n4h",NA,NA,NA,1,NA,40,NA
"ier1i","drmg9",NA,NA,NA,2,NA,76,NA
"dvb3a","iax7l",NA,NA,NA,1,NA,47,56
NA,"pdm6o",NA,NA,NA,1,NA,51,NA
"hzpkn","pmeh6",NA,2677.84301757812,NA,2,NA,31.5,37
"isbim","t4jeq",NA,NA,NA,2,NA,86,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
"odemz","y8cgb",NA,NA,NA,1,NA,37,66
NA,"xcj17",NA,NA,NA,1,NA,56.5,NA
"e19do","izb7u",NA,NA,NA,1,NA,41,45
"o88r4","itfqa",NA,NA,NA,2,NA,63,56
"n7uqz","pg57e",NA,1042.96643066406,NA,1,NA,37,45
NA,NA,NA,NA,NA,1,NA,NA,NA
"xbbuu","a4pbf",NA,NA,NA,2,NA,44,51
NA,"uoryk",NA,NA,NA,2,NA,14,NA
"pl0wd",NA,NA,NA,NA,2,NA,NA,29
"ku5yo","hrd79",NA,NA,NA,2,NA,30,46
"imee6","d2ddc",NA,NA,NA,2,NA,63,70
NA,"ogc8z",NA,NA,NA,2,NA,57.5,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ugjlv",NA,NA,NA,2,NA,22,NA
NA,"lpoog",NA,NA,NA,1,NA,NA,NA
"bm6wq","vvemo",NA,2296.67236328125,1470.46484375,2,NA,54,66
NA,NA,NA,NA,NA,2,NA,NA,NA
"fgnlx","ik6si",NA,NA,NA,1,NA,35,25
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"fqot8",0,1834.91943359375,NA,2,2.25,31.5,NA
NA,NA,4777.962890625,NA,NA,NA,65,NA,NA
"iaf0x","zzetw",NA,3161.51879882812,2981.56762695312,2,NA,44,48
"p0cma","tpc3y",NA,NA,NA,1,NA,57,65
NA,NA,67.1959457397461,NA,NA,NA,4,NA,NA
NA,"skuml",NA,NA,NA,1,NA,61,NA
NA,"ogc8z",NA,NA,NA,1,NA,57.5,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"y7018","pg57e",1045.68969726562,1042.96643066406,NA,1,12.5,37,49
"bus6f","a0kwx",NA,NA,NA,2,NA,12,22
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"g9zkx","gs7nz",NA,NA,NA,1,NA,26,19.3500003814697
NA,"yq8av",NA,NA,NA,2,NA,34,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
"m95ta","n6gsz",NA,NA,NA,2,NA,59,66
NA,NA,NA,NA,NA,NA,NA,NA,NA
"agwpw","tr8fg",NA,NA,NA,2,NA,46,NA
"bqvop","yjh4b",NA,NA,NA,1,NA,54,61
"sytcn","j466d",NA,NA,NA,1,NA,52,41
NA,NA,NA,NA,NA,2,NA,NA,NA
"jynod",NA,NA,NA,NA,1,NA,NA,29
NA,"mn1gr",NA,NA,NA,1,NA,21,NA
"bm6wq","vvemo",NA,2296.67236328125,1470.46484375,2,NA,54,66
"idzrg","oyc9i",1611.26574707031,NA,NA,2,59,NA,NA
"kpi19",NA,NA,NA,NA,2,NA,NA,86
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"xcj17",NA,NA,NA,1,NA,56.5,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"em53b",NA,NA,NA,NA,1,NA,NA,NA
"o9oo5","tgbx9",NA,4231.89990234375,NA,1,NA,28.5599994659424,29
NA,"w2fgm",NA,NA,NA,2,NA,41,NA
"q0d3k","bpvps",NA,NA,NA,1,NA,66,43
"g9zkx","gs7nz",NA,NA,NA,1,NA,26,19.3500003814697
"l4048","rj01x",NA,NA,NA,2,NA,30.5,48
"ami7o","ugd0l",NA,NA,NA,1,NA,24,34
"xyf3r","w2fgm",NA,NA,NA,2,NA,41,36
"o284l","zm9fd",NA,NA,NA,2,NA,19.1000003814697,41
"ami7o","ugd0l",NA,NA,NA,2,NA,24,34
NA,NA,4374.587890625,NA,NA,NA,21,NA,NA
"i5ae4","ukb39",NA,NA,NA,2,NA,26,NA
"asn4w","tv4ae",NA,NA,NA,2,NA,NA,NA
"e1j1e","wilbx",NA,NA,NA,2,NA,21.5,24
NA,NA,NA,NA,NA,NA,NA,NA,NA
"aewuf","gx46k",NA,NA,91.8478240966797,1,NA,16,16.3899993896484
NA,"bjw1i",NA,NA,NA,1,NA,23,NA
"na3u7","sdj7f",NA,NA,NA,2,NA,42.5,50
"un2am","lplfz",NA,2129.28271484375,4408.14501953125,1,NA,24,37
NA,"fd5pb",NA,1807.73425292969,NA,1,NA,58,NA
"madgg","tpc3y",NA,NA,NA,2,NA,57,75
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"krz6v",NA,NA,NA,1,NA,75,NA
"hsga4","rvmrf",NA,NA,NA,1,NA,40,NA
"xuwsm","z0fx1",NA,369.50537109375,5289.39501953125,1,NA,21.5,28
"jjdtc","bepky",1296.52221679688,5488.13720703125,2352.0107421875,1,11.789999961853,57,76
"s41gq","v67ej",NA,NA,NA,1,NA,34,49
"xp3st","a4x4v",NA,NA,NA,2,NA,NA,NA
"b8jtt","gpl9x",NA,NA,3012.837890625,1,NA,64,60.5
"e1j1e","wilbx",NA,NA,NA,1,NA,21.5,24
"ixnih","z857z",NA,78.2818145751953,0,2,NA,50,56
NA,"a5cna",NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,0,NA,NA,NA,2,NA,NA
"l4048","rj01x",NA,NA,NA,2,NA,30.5,48
"un2am","lplfz",NA,2129.28271484375,4408.14501953125,2,NA,24,37
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,"bn7w0",NA,NA,NA,2,NA,47,NA
"wqve6","d5edk",NA,NA,NA,1,NA,NA,57.5
NA,"bpgl7",NA,NA,NA,1,NA,56,NA
"bm6wq","vvemo",369.50537109375,2296.67236328125,1470.46484375,2,20.5,54,66
"arc3c","qmn6a",NA,722.73095703125,4324.80712890625,2,NA,21.5,23.5
NA,NA,NA,NA,NA,1,NA,NA,NA
"kx4f4","mh29l",NA,4378.634765625,NA,2,NA,65,72
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"mop1n","h5vfr",NA,NA,NA,1,NA,21,34
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"kadhe","bsj18",NA,3193.01000976562,NA,1,NA,54,51
"wcfgk","pq8nf",NA,4394.52685546875,4127.46533203125,2,NA,26,49
NA,NA,NA,NA,NA,2,NA,NA,NA
"tekry","llssn",NA,NA,NA,1,NA,61,68
"ls30o","yy205",NA,2971.93969726562,2406.7333984375,2,NA,20.5,38.2000007629395
NA,"oyp2e",NA,1524.525390625,NA,1,NA,35,NA
"nyua3","oa30u",NA,1014.07855224609,1282.51550292969,1,NA,32,37
"l4048","rj01x",NA,NA,NA,1,NA,30.5,48
NA,"broa5",NA,NA,NA,1,NA,NA,NA
NA,"otats",NA,NA,NA,1,NA,33.5,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"r4s6p",NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"ks0ic","a5bxr",NA,NA,NA,2,NA,74,68
NA,"cczjo",NA,NA,NA,1,NA,NA,NA
"nnu2w","jei53",NA,NA,NA,2,NA,NA,22.3500003814697
"rc10x","a4x4v",NA,NA,NA,2,NA,NA,NA
"pz5xe","v1rzm",NA,2434.17529296875,NA,2,NA,47,NA
"ykdb5","ebdon",NA,NA,NA,2,NA,59,NA
"aenht","zhzqy",99.6818161010742,2481.63989257812,7886.14990234375,2,4.80000019073486,49,56
"otnre","cz010",NA,2808.53588867188,NA,NA,NA,46,42
NA,NA,NA,NA,NA,NA,NA,NA,NA
"vc7kn","nt1nz",NA,4137.11083984375,NA,2,NA,32,46
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"lmwut",NA,NA,NA,2,NA,35,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"arc3c","qmn6a",NA,722.73095703125,4324.80712890625,2,NA,21.5,23.5
NA,NA,NA,NA,NA,NA,NA,NA,NA
"ls30o","yy205",NA,2971.93969726562,2406.7333984375,2,NA,20.5,38.2000007629395
NA,NA,NA,NA,NA,2,NA,NA,NA
"dc668","ifxbn",NA,NA,NA,1,NA,37.5,32
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"o284l","pzxei",NA,61.3888893127441,NA,2,NA,38,41
"n7uqz","pg57e",NA,1042.96643066406,NA,1,NA,37,45
"egrjp","z857z",NA,78.2818145751953,NA,1,NA,50,48.5
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ijl0v",NA,NA,NA,1,NA,NA,NA
"jml6w","wxfl3",1442.83947753906,NA,NA,2,38,69,59
"y0jlb","ak0mn",NA,NA,NA,1,NA,42,NA
"dtarc","qvp7r",NA,3079.54956054688,0,2,NA,23,23
"r9813","h8wk2",NA,NA,NA,1,NA,NA,76
"t8ozm","vi5b3",NA,NA,NA,1,NA,31,31
"m3kvw","v22jc",NA,1344.92224121094,4053.10546875,1,NA,44,51.75
NA,"gjy49",NA,NA,NA,2,NA,31,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"ea06n","k2fxt",2754.9638671875,NA,NA,1,61,NA,NA
"dtarc","qvp7r",NA,3079.54956054688,0,2,NA,23,23
"f5nd8","eetx5",NA,NA,NA,2,NA,NA,NA
NA,"r4s6p",NA,NA,NA,2,NA,NA,NA
NA,"bpgl7",NA,NA,NA,2,NA,56,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"i0fra","p3mnx",NA,NA,2754.9638671875,2,NA,NA,61
NA,NA,NA,NA,NA,1,NA,NA,NA
"ynuzi","tgbx9",NA,4231.89990234375,409.446563720703,1,NA,28.5599994659424,28.5
NA,NA,NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"o284l","zm9fd",NA,NA,NA,2,NA,19.1000003814697,41
"ykdb5","ebdon",NA,NA,NA,1,NA,59,NA
"y8f3x","sl556",NA,NA,NA,2,NA,NA,38
"o88r4","llkxf",NA,NA,NA,1,NA,71,56
"q5h43","fm4oy",841.377319335938,NA,NA,1,37,NA,68
"wm4e3","tnh9r",NA,NA,742.187316894531,2,NA,64,63
"xuwsm","z0fx1",0,369.50537109375,5289.39501953125,1,2.16000008583069,21.5,28
"e19do","izb7u",NA,NA,NA,1,NA,41,45
NA,"sdj7f",NA,NA,NA,2,NA,42.5,NA
"g390t","bxyv1",0,2699.24951171875,843.028198242188,2,2.5,19,21
"xpo51","oenx4",3493.11254882812,3964.9541015625,31.766918182373,2,14.5,38,53
"un2am","lplfz",0,2129.28271484375,4408.14501953125,1,1.66999995708466,24,37
"f5nd8",NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
"u1w8q","vdy56",NA,3242.33276367188,NA,2,NA,42,36
"vc7kn","nt1nz",0,4137.11083984375,NA,1,1,32,46
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"pbe5y",NA,NA,NA,1,NA,34,NA
"o284l","pzxei",NA,61.3888893127441,NA,1,NA,38,41
"khmhx","erjmn",NA,NA,NA,1,NA,34,36
NA,"wegrm",NA,NA,NA,2,NA,NA,NA
"bhciu","sdj7f",NA,NA,NA,1,NA,42.5,NA
NA,NA,335.940582275391,NA,NA,NA,6,NA,NA
"ykdb5","ebdon",NA,NA,NA,2,NA,59,NA
NA,"broa5",NA,NA,NA,1,NA,NA,NA
NA,"lpoog",NA,NA,NA,1,NA,NA,NA
NA,NA,0,NA,NA,NA,3,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,3245.40966796875,NA,NA,NA,21.5,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"eb6yg","z6nna",NA,NA,NA,2,NA,64,78
NA,"otats",NA,NA,NA,1,NA,33.5,NA
"fc5bg","lfevr",NA,NA,NA,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"un2am","lplfz",NA,2129.28271484375,4408.14501953125,1,NA,24,37
NA,NA,NA,NA,NA,2,NA,NA,NA
"isbim","t4jeq",2706.81665039062,NA,NA,2,66,86,NA
"bus6f","a0kwx",NA,NA,NA,1,NA,12,22
"vc7kn","nt1nz",NA,4137.11083984375,NA,2,NA,32,46
"l4048","rj01x",NA,NA,NA,1,NA,30.5,48
"wcfgk","zzetw",NA,3161.51879882812,4127.46533203125,2,NA,44,49
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"un2am","lplfz",NA,2129.28271484375,4408.14501953125,1,NA,24,37
"mmlbr","ri410",3571.26733398438,NA,NA,1,36,NA,68
"dvb3a","iax7l",NA,NA,NA,1,NA,47,56
"yiurd","bk2ju",NA,NA,NA,1,NA,40,53
"jt8pn","pdm6o",NA,NA,NA,2,NA,51,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,NA,NA,NA
"kpi19","a0ah6",NA,NA,NA,2,NA,83,86
NA,NA,1239.3798828125,NA,NA,NA,17,NA,NA
"xpo51","oenx4",NA,3964.9541015625,31.766918182373,2,NA,38,53
"kx4f4","mh29l",NA,4378.634765625,NA,1,NA,65,72
"g9zkx","gs7nz",NA,NA,NA,1,NA,26,19.3500003814697
"uts70","tnh9r",NA,NA,NA,1,NA,64,66
"un2am","lplfz",NA,2129.28271484375,4408.14501953125,2,NA,24,37
"asn4w","tv4ae",NA,NA,NA,2,NA,NA,NA
"l4048","rj01x",NA,NA,NA,1,NA,30.5,48
"j9n1j","vb7yq",NA,NA,4565.9912109375,2,NA,41,57
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,2631.17700195312,NA,NA,NA,76,NA,NA
NA,"dlcpj",NA,NA,NA,1,NA,35,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"il1uy",NA,NA,NA,NA,NA,9,NA
"o284l","pzxei",NA,61.3888893127441,NA,2,NA,38,41
NA,"pdm6o",NA,NA,NA,2,NA,51,NA
"ykdb5","ebdon",NA,NA,NA,1,NA,59,NA
"oknn7","k9t8q",NA,4199.25732421875,3571.26733398438,1,NA,31,36
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
"wiwje","vvemo",NA,2296.67236328125,NA,1,NA,54,71
NA,NA,NA,NA,NA,2,NA,NA,NA
NA,"g1as5",NA,4171.05908203125,NA,1,NA,68,NA
"nnu2w","x86yw",NA,3493.11254882812,NA,1,NA,14.5,22.3500003814697
NA,NA,NA,NA,NA,1,NA,NA,NA
"uf2oz","ogvt8",NA,NA,NA,1,NA,71,NA
NA,"r45gx",NA,NA,NA,1,NA,50,NA
"jznfw","ldkvs",NA,NA,NA,2,NA,35,41
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"lp42b",NA,NA,NA,1,NA,25,NA
NA,"ugjlv",NA,NA,NA,2,NA,22,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,2,NA,NA,NA
"nzwor","pmvc0",2699.24951171875,NA,NA,2,19,66,NA
"jt8pn","pdm6o",NA,NA,NA,2,NA,51,NA
NA,"d3bjk",NA,NA,NA,2,NA,20,NA
"tm63m","xcj17",NA,NA,NA,1,NA,56.5,66
NA,"jd8a1",NA,NA,NA,2,NA,25,NA
"ykdb5","ebdon",NA,NA,NA,2,NA,59,NA
"p3f2z","uy9pq",NA,1459.77783203125,1113.31994628906,1,NA,26,28
NA,NA,NA,NA,NA,NA,NA,NA,NA
